index,name,issue,similarity,keyword,equipment,duplicateCount
"290","Thrusters HIIT","LOW_NAME_DESCRIPTION_RELATION","0","","",""
"300","Equilibrio sobre una pierna","LOW_NAME_DESCRIPTION_RELATION","0.056","","",""
"305","Bear hold controlado","LOW_NAME_DESCRIPTION_RELATION","0","","",""
"306","Alcance controlado en pared","LOW_NAME_DESCRIPTION_RELATION","0.053","","",""
"308","Sentadilla muy lenta","LOW_NAME_DESCRIPTION_RELATION","0.05","","",""
"309","Zancada controlada","LOW_NAME_DESCRIPTION_RELATION","0.063","","",""
"313","Marcha coordinada","LOW_NAME_DESCRIPTION_RELATION","0.056","","",""
"314","Rodillas altas coordinadas","LOW_NAME_DESCRIPTION_RELATION","0.063","","",""
"315","Paso lateral cruzado","LOW_NAME_DESCRIPTION_RELATION","0.056","","",""
"318","Caminata de oso","LOW_NAME_DESCRIPTION_RELATION","0","","",""
"319","Pasos laterales rápidos","LOW_NAME_DESCRIPTION_RELATION","0","","",""
"322","Paso lateral alternado","LOW_NAME_DESCRIPTION_RELATION","0.077","","",""
"324","Saltos coordinados","LOW_NAME_DESCRIPTION_RELATION","0","","",""
"333","Rotaciones torácicas","LOW_NAME_DESCRIPTION_RELATION","0","","",""
"334","Gato-vaca","LOW_NAME_DESCRIPTION_RELATION","0","","",""
"483","Caminata rápida","LOW_NAME_DESCRIPTION_RELATION","0","","",""
"485","Burpees con push-up","LOW_NAME_DESCRIPTION_RELATION","0","","",""
"486","Mountain climber lento","LOW_NAME_DESCRIPTION_RELATION","0","","",""
"493","Remo HIIT","LOW_NAME_DESCRIPTION_RELATION","0.05","","",""
"496","Escalador de montaña","LOW_NAME_DESCRIPTION_RELATION","0.045","","",""
"497","Bird dog contralateral","LOW_NAME_DESCRIPTION_RELATION","0.048","","",""
"498","Sled reverse","LOW_NAME_DESCRIPTION_RELATION","0","","",""
"500","Farmer carry con giro","LOW_NAME_DESCRIPTION_RELATION","0.053","","",""
"502","Sled lateral push","LOW_NAME_DESCRIPTION_RELATION","0.067","","",""
"503","Bear crawl","LOW_NAME_DESCRIPTION_RELATION","0","","",""
"506","Kettlebell goblet squat","LOW_NAME_DESCRIPTION_RELATION","0.056","","",""
"508","Farmer suitcase carry","LOW_NAME_DESCRIPTION_RELATION","0.042","","",""
"509","Box lateral jump","LOW_NAME_DESCRIPTION_RELATION","0.053","","",""
"511","Bird dog","LOW_NAME_DESCRIPTION_RELATION","0","","",""
"718","Marcha lateral","LOW_NAME_DESCRIPTION_RELATION","0.048","","",""
"223","Subida en reversa al step","NAME_EQUIPMENT_POSSIBLE_MISMATCH","","step","Peso corporal",""
"262","Step Jacks","NAME_EQUIPMENT_POSSIBLE_MISMATCH","","step","Peso corporal",""
"397","Hip thrust con barra smith","NAME_EQUIPMENT_POSSIBLE_MISMATCH","","barra","Máquina Smith",""
"458","Step up con mancuerna","NAME_EQUIPMENT_POSSIBLE_MISMATCH","","step","Mancuernas",""
"471","Step up lateral","NAME_EQUIPMENT_POSSIBLE_MISMATCH","","step","Banco",""
"472","Step up con salto","NAME_EQUIPMENT_POSSIBLE_MISMATCH","","step","Banco",""
"492","Step up rápido","NAME_EQUIPMENT_POSSIBLE_MISMATCH","","step","Banco",""
"523","Step-up con press","NAME_EQUIPMENT_POSSIBLE_MISMATCH","","step","Mancuernas",""
"534","Step-up lateral","NAME_EQUIPMENT_POSSIBLE_MISMATCH","","step","Banco",""
"619","Plyo step-jump","NAME_EQUIPMENT_POSSIBLE_MISMATCH","","step","Banco",""
"622","Plyo step-over","NAME_EQUIPMENT_POSSIBLE_MISMATCH","","step","Cajón pliométrico",""
"634","Plyo lateral step-up","NAME_EQUIPMENT_POSSIBLE_MISMATCH","","step","Banco",""
"638","Plyo step-down","NAME_EQUIPMENT_POSSIBLE_MISMATCH","","step","Banco",""
"643","Plyo step-up","NAME_EQUIPMENT_POSSIBLE_MISMATCH","","step","Banco",""
"55","Desplantes laterales","TAGS_DO_NOT_REFLECT_NAME","","","",""
"70","Thoracic rotation","TAGS_DO_NOT_REFLECT_NAME","","","",""
"117","Salto al cajón","TAGS_DO_NOT_REFLECT_NAME","","","",""
"118","Salto con peso corporal","TAGS_DO_NOT_REFLECT_NAME","","","",""
"119","Lunges saltados","TAGS_DO_NOT_REFLECT_NAME","","","",""
"195","Rechazo escapular","TAGS_DO_NOT_REFLECT_NAME","","","",""
"202","Rotaciones escapulares","TAGS_DO_NOT_REFLECT_NAME","","","",""
"203","Empuje escapular acostado","TAGS_DO_NOT_REFLECT_NAME","","","",""
"215","Descenso desde cajón","TAGS_DO_NOT_REFLECT_NAME","","","",""
"223","Subida en reversa al step","TAGS_DO_NOT_REFLECT_NAME","","","",""
"226","Elevación sobre las puntas de los pies","TAGS_DO_NOT_REFLECT_NAME","","","",""
"227","Elevación de la punta del pie","TAGS_DO_NOT_REFLECT_NAME","","","",""
"234","Inclinación pélvica","TAGS_DO_NOT_REFLECT_NAME","","","",""
"250","Escalera de sprints","TAGS_DO_NOT_REFLECT_NAME","","","",""
"303","Caminata talón-punta","TAGS_DO_NOT_REFLECT_NAME","","","",""
"310","Sostén de brazo extendido","TAGS_DO_NOT_REFLECT_NAME","","","",""
"317","Toque de rodilla con mano opuesta","TAGS_DO_NOT_REFLECT_NAME","","","",""
"319","Pasos laterales rápidos","TAGS_DO_NOT_REFLECT_NAME","","","",""
"323","Subir y bajar step en 4 tiempos","TAGS_DO_NOT_REFLECT_NAME","","","",""
"325","Toque alternado de punta de pie","TAGS_DO_NOT_REFLECT_NAME","","","",""
"327","Pasos adelante y atrás","TAGS_DO_NOT_REFLECT_NAME","","","",""
"333","Rotaciones torácicas","TAGS_DO_NOT_REFLECT_NAME","","","",""
"365","Hiperextensiones inversas","TAGS_DO_NOT_REFLECT_NAME","","","",""
"383","Dominadas explosivas","TAGS_DO_NOT_REFLECT_NAME","","","",""
"457","Mountain climber cruzado","TAGS_DO_NOT_REFLECT_NAME","","","",""
"461","Zancadas dinámicas laterales","TAGS_DO_NOT_REFLECT_NAME","","","",""
"486","Mountain climber lento","TAGS_DO_NOT_REFLECT_NAME","","","",""
"487","Jumping jack con toque de talón","TAGS_DO_NOT_REFLECT_NAME","","","",""
"500","Farmer carry con giro","TAGS_DO_NOT_REFLECT_NAME","","","",""
"508","Farmer suitcase carry","TAGS_DO_NOT_REFLECT_NAME","","","",""
"527","Farmer carry con peso diferente","TAGS_DO_NOT_REFLECT_NAME","","","",""
"541","Turkish windmill","TAGS_DO_NOT_REFLECT_NAME","","","",""
"545","World's greatest stretch","TAGS_DO_NOT_REFLECT_NAME","","","",""
"546","Puente unilateral","TAGS_DO_NOT_REFLECT_NAME","","","",""
"547","Wrist extensor stretch","TAGS_DO_NOT_REFLECT_NAME","","","",""
"551","World's greatest stretch con hamstring","TAGS_DO_NOT_REFLECT_NAME","","","",""
"555","Dislocaciones con palo en agarre cerrado","TAGS_DO_NOT_REFLECT_NAME","","","",""
"561","Dislocaciones con palo en agarre ancho","TAGS_DO_NOT_REFLECT_NAME","","","",""
"563","Wrist flexor stretch","TAGS_DO_NOT_REFLECT_NAME","","","",""
"566","Hip external rotation","TAGS_DO_NOT_REFLECT_NAME","","","",""
"569","Shoulder cross-body","TAGS_DO_NOT_REFLECT_NAME","","","",""
"574","Hip internal rotation","TAGS_DO_NOT_REFLECT_NAME","","","",""
"576","Wrist mobility circles","TAGS_DO_NOT_REFLECT_NAME","","","",""
"579","Postura del guerrero II","TAGS_DO_NOT_REFLECT_NAME","","","",""
"582","Stretch de perro boca abajo","TAGS_DO_NOT_REFLECT_NAME","","","",""
"586","Postura del guerrero III","TAGS_DO_NOT_REFLECT_NAME","","","",""
"590","Yoga supine twist","TAGS_DO_NOT_REFLECT_NAME","","","",""
"596","Stretch de adductor lateral","TAGS_DO_NOT_REFLECT_NAME","","","",""
"606","Fascial stretch de línea media","TAGS_DO_NOT_REFLECT_NAME","","","",""
"607","Postura del cisne","TAGS_DO_NOT_REFLECT_NAME","","","",""
"608","Postura del perro","TAGS_DO_NOT_REFLECT_NAME","","","",""
"610","Yoga seated forward fold","TAGS_DO_NOT_REFLECT_NAME","","","",""
"611","Postura del puente","TAGS_DO_NOT_REFLECT_NAME","","","",""
"614","Yoga lunge twist","TAGS_DO_NOT_REFLECT_NAME","","","",""
"615","Postura del guerrero I","TAGS_DO_NOT_REFLECT_NAME","","","",""
"616","Stretch de adductor sentado","TAGS_DO_NOT_REFLECT_NAME","","","",""
"624","Medicine ball rotational throw","TAGS_DO_NOT_REFLECT_NAME","","","",""
"633","Depth landing","TAGS_DO_NOT_REFLECT_NAME","","","",""
"639","Medicine ball chest pass","TAGS_DO_NOT_REFLECT_NAME","","","",""
"650","Deadlift unilateral","TAGS_DO_NOT_REFLECT_NAME","","","",""
"654","Stability ball plank circle","TAGS_DO_NOT_REFLECT_NAME","","","",""
"663","Deadlift unilateral en bosu","TAGS_DO_NOT_REFLECT_NAME","","","",""
"671","Yoga side plank with leg raise","TAGS_DO_NOT_REFLECT_NAME","","","",""
"673","Puente con elevación de pierna","TAGS_DO_NOT_REFLECT_NAME","","","",""
"790","Técnica de levantar objetos","TAGS_DO_NOT_REFLECT_NAME","","","",""
